threshold,fpr,tpr
9.674185463659147333e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.699248120300751896e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.724310776942355350e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.749373433583958803e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.774436090225563367e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.799498746867167931e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.824561403508771384e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.849624060150374838e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.874686716791979402e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.899749373433583965e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.924812030075187419e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.949874686716790873e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.974937343358395436e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
