impostor_distance
4.625056129321957754e-01
5.424434621051956729e-01
5.110897435897435725e-01
2.232216905901116544e-01
3.666603427559602668e-01
6.808483124272598497e-01
4.458756345177665170e-01
3.257721389209278229e-01
3.399285167219810999e-01
2.435676434910298283e-01
5.514588008977235889e-01
3.669713044034000338e-01
2.389748178448165561e-01
3.521305645519781646e-01
3.506419581304155431e-01
3.089041969638984808e-01
2.309021113243761858e-01
2.765495207667731381e-01
4.460500350117767021e-01
3.827320422307144421e-01
3.123086734693877320e-01
4.130518728279057861e-01
3.618253564154786384e-01
5.224318123884782450e-01
3.995801259622113188e-01
3.382833002624335839e-01
2.904561671763506436e-01
4.663248958667093880e-01
5.908679342905186482e-01
2.141899227281435503e-01
3.219393317514269159e-01
2.910963368530830597e-01
5.038739834795414874e-01
3.789754332508093460e-01
3.293355566957413827e-01
3.042805569881382177e-01
5.033112582781457123e-01
2.400257815017724783e-01
2.218966944780587092e-01
2.332931395570222721e-01
3.565464895635673814e-01
3.202938712379970188e-01
7.896218568046580177e-01
3.207206043778653148e-01
3.378120224146713979e-01
4.977661475619096221e-01
3.047009913655260860e-01
3.108416909991113530e-01
3.920035881335298122e-01
4.104368778137086893e-01
4.728687113434929534e-01
3.374831547198870463e-01
5.119710107415555989e-01
2.370803107145149913e-01
2.818436822644396211e-01
3.653370537129811413e-01
3.127587991718426275e-01
6.462759150243153616e-01
1.830106979113601540e-01
2.662596401028277660e-01
3.079405251502689289e-01
3.410222804718217593e-01
4.829637292299734930e-01
5.180730640596861170e-01
5.121904273065571722e-01
4.464843500988079361e-01
4.259852297235474650e-01
2.435506417588003680e-01
3.129662979161306757e-01
2.694606929356559988e-01
4.958804368652998673e-01
1.958383556429613703e-01
3.489660503768601263e-01
3.215771618767201967e-01
5.254864433811802238e-01
2.564036720806316949e-01
5.626190778610440368e-01
3.431787995699197014e-01
4.480156148340924127e-01
2.889256829905113566e-01
2.455066921606118557e-01
3.658740359897172389e-01
3.483535528596187203e-01
5.425887802367472812e-01
4.341844243936776038e-01
3.284125766871165419e-01
3.379904306220095633e-01
3.090733590733590885e-01
3.095584054583359612e-01
2.204266734798160376e-01
2.640223318618540871e-01
3.298975631481834703e-01
3.550060854525655119e-01
4.047724820714603267e-01
3.491789662002428019e-01
4.263134602010494878e-01
3.597353375730712455e-01
3.798907520325203180e-01
2.610273057093756011e-01
4.219554030874785866e-01
3.981995786247845004e-01
6.634042001555613410e-01
2.535897435897435659e-01
4.109058592014219746e-01
6.405275008041171336e-01
5.960550516902390905e-01
4.357014388489208745e-01
4.114234716644355472e-01
3.662727563078888582e-01
2.854599783838769333e-01
4.705200077324570018e-01
4.109076843733883710e-01
5.192957836320725162e-01
2.797229703732204698e-01
2.353356436914388339e-01
3.421534575307862425e-01
2.671241662390969607e-01
2.827344992050874195e-01
5.250303689022440823e-01
5.573428850537284207e-01
4.289477065398946687e-01
4.927975739196360783e-01
2.989382668955432587e-01
4.110464380614956559e-01
3.915967463011593153e-01
3.099776856869620456e-01
2.996237964675125820e-01
2.963752665245202311e-01
3.394567129177252229e-01
3.895758036903176902e-01
5.316941990011525565e-01
3.574503630405448940e-01
2.155364533588029208e-01
3.300767620376831579e-01
2.963767652885168635e-01
4.048361438116448996e-01
5.140469302475088043e-01
3.007615025276764720e-01
3.059827945776850688e-01
4.124001278363694234e-01
3.767790742402872262e-01
3.146714441103077853e-01
5.146180246599720842e-01
4.231184503016830467e-01
4.783489491010382566e-01
4.661716171617161786e-01
3.558624184455564943e-01
4.226895546969025030e-01
3.889281810583167243e-01
3.813483433542279588e-01
5.211974829975211110e-01
3.636073729191912629e-01
3.628565982591016037e-01
3.965484180249280732e-01
2.883623160710873101e-01
4.257010237171742761e-01
2.965131240349974107e-01
5.149658561490841890e-01
4.300833867864015669e-01
2.554302821835785497e-01
2.709706315183312841e-01
4.400637958532695460e-01
3.042866282789507548e-01
3.572255822931411640e-01
4.554744525547445022e-01
4.446714769171827841e-01
1.580525778458397035e-01
4.742081447963800711e-01
4.343995403179467529e-01
3.151984511132623346e-01
4.345433847710599706e-01
5.277261362907879061e-01
4.321909502840002304e-01
4.435213721023716915e-01
2.675396366904165824e-01
2.822978615715551198e-01
3.103979460847239857e-01
2.247162351740849273e-01
4.641264177392633861e-01
2.264331210191082855e-01
6.132239943178149355e-01
4.581230435060371642e-01
3.819971689615236365e-01
3.279435354507539424e-01
4.548378795676788489e-01
2.750811120300273305e-01
3.849762199491823522e-01
4.710089399744571970e-01
3.603228492729485533e-01
4.099905153335440811e-01
3.796479999999999855e-01
2.482723317123112228e-01
3.997957620628031505e-01
3.075153374233128845e-01
3.123369599796398943e-01
3.449840255591054561e-01
2.958338641865205787e-01
3.194955000633794007e-01
2.192903804278211743e-01
4.068867681196801644e-01
3.868879774416816297e-01
3.604658562973334091e-01
3.642405265512173029e-01
3.164194308270197875e-01
2.785152725866735235e-01
4.418738416309835881e-01
2.895507191039837225e-01
3.605346912794398229e-01
4.909405211601254870e-01
3.203642384105960250e-01
2.865753077020682382e-01
3.580286371771925213e-01
3.218568665377176119e-01
3.988731672962417818e-01
2.408312958435207818e-01
4.367904560323263574e-01
5.162165654477323118e-01
3.620733733861689618e-01
4.172351654009525124e-01
6.078443877551020780e-01
4.216751918158567758e-01
3.469362050506958894e-01
2.819593008087659669e-01
4.437900128040973002e-01
4.106246425621147833e-01
6.661770341039724430e-01
3.165704863973619054e-01
3.750000000000000000e-01
6.274610732209496833e-01
3.573903002309468668e-01
4.708131531990823460e-01
5.031818760341096874e-01
3.148076175670423416e-01
4.474816502151354181e-01
3.247105994955700736e-01
4.134420839656044455e-01
4.813634915578209883e-01
4.048183507400525682e-01
3.445688120071228600e-01
3.716163959783449489e-01
4.519719487872354002e-01
4.157332138513729625e-01
3.267832078601505819e-01
5.184758245276976929e-01
3.723154893886601036e-01
4.395450791028654991e-01
4.875126774847869937e-01
2.110683788540512473e-01
3.863796527644307588e-01
4.270414993306559381e-01
2.913809676385774039e-01
4.493443044484443094e-01
3.504072283023670353e-01
4.102187918606876038e-01
4.277827135423277194e-01
3.804200323101776804e-01
2.331807198270380299e-01
4.185957528218863799e-01
3.357799336226703901e-01
3.751115644523779213e-01
3.163402028967013391e-01
3.553043367184007262e-01
3.845466155810983166e-01
3.398633257403189112e-01
4.754004938896979615e-01
5.122603655818100954e-01
3.655934708566287439e-01
2.976496275366041777e-01
3.240330960169328645e-01
2.989158163265306367e-01
3.710809244833579990e-01
5.643431635388740375e-01
3.755436172934254468e-01
2.854160075925339934e-01
3.053592083279784153e-01
2.777600612283946946e-01
3.630788885340147099e-01
2.640478006610729733e-01
3.766250565940107431e-01
2.707507353881570267e-01
3.859547301218804183e-01
4.925221799746514750e-01
3.229247478665632221e-01
3.160978750804893656e-01
4.283135636926250767e-01
5.172170114351792858e-01
2.552906680265170647e-01
4.619693208579975785e-01
3.211310275183034690e-01
3.394670050761421365e-01
5.875207773941951706e-01
2.959833614974652360e-01
5.038114597890992474e-01
3.136274447749857752e-01
4.149093006858534660e-01
3.359479625023914506e-01
3.046061457867501598e-01
3.871871616888492573e-01
5.054966003685581466e-01
2.669834339283421176e-01
3.037699680511182221e-01
3.757147446193382367e-01
4.653575156576200689e-01
6.105950932035103529e-01
3.364023112578576336e-01
2.774898887765419597e-01
4.028670609411159620e-01
4.273394259235422932e-01
3.898711795908057498e-01
5.833601234488523524e-01
3.269292142720367500e-01
3.056876545558303016e-01
2.062608027655079834e-01
4.424992071043450936e-01
2.169625246548323450e-01
3.088602729194695473e-01
2.164538278893666234e-01
2.332305319969159574e-01
1.905642333439591940e-01
2.743859649122806776e-01
3.680087330636357956e-01
3.876346844535659142e-01
3.437236184167802855e-01
3.153038498250079757e-01
5.585453150965102864e-01
2.566885894898154885e-01
3.409969088098918077e-01
4.106158240882216148e-01
2.843947810360418771e-01
2.758228567818560850e-01
5.146048661488091813e-01
2.887991798026400270e-01
4.178313868147296994e-01
2.009129525137893779e-01
3.303696176806807938e-01
4.860427978281698924e-01
4.699176694110196451e-01
5.296596641338356948e-01
3.265162650987409876e-01
2.268950530487025552e-01
2.949484667260465764e-01
5.243693207091567610e-01
3.141615541922290200e-01
5.046189376443418473e-01
3.432664023532421282e-01
2.798676086818153164e-01
2.922383130081300795e-01
5.000653338560041572e-01
3.746421528087028330e-01
2.856414180056108254e-01
3.412211325529895811e-01
2.877532815088568730e-01
4.083445147274934461e-01
2.419876880116773599e-01
4.273250177728947219e-01
5.088120104438642599e-01
4.050649101490055859e-01
2.458495006678964312e-01
3.143724173553719137e-01
4.069670287293528088e-01
3.265529449629868131e-01
3.123291155337953873e-01
3.315982263350684134e-01
3.802140771975348610e-01
4.427022841656987895e-01
2.529628910044686152e-01
4.161674758812031194e-01
4.601277955271565467e-01
3.462304775371167764e-01
4.023626621909495715e-01
3.250707769738911401e-01
5.836400025824778348e-01
3.858657692551907825e-01
4.400179625352835244e-01
3.171981047509284113e-01
3.689071318624935758e-01
2.308873392617235010e-01
5.499743392353092508e-01
3.188396475204219316e-01
4.098946696457069772e-01
2.591506185435530907e-01
2.021535700551211345e-01
3.464411107564634440e-01
4.447512038523274702e-01
3.221187353481594351e-01
4.023985710640469726e-01
3.290335001925298597e-01
4.414273621149963911e-01
3.545877701970286400e-01
3.424718529355638696e-01
4.062124375276776056e-01
3.263654324134854234e-01
4.161939143888602199e-01
6.348943751590735429e-01
3.320849744947375060e-01
2.898336651467471325e-01
3.802053069920589001e-01
5.836285180653055793e-01
4.721292481977342748e-01
2.678868552412645432e-01
4.265363485371151397e-01
2.868525896414342857e-01
3.224133569440931213e-01
6.273239619096975250e-01
3.794931471424877190e-01
3.364224958740637539e-01
3.059554766284011129e-01
5.365790663136824623e-01
4.369151339141658652e-01
4.155753779970898787e-01
4.101620504874426976e-01
6.002183546336137265e-01
3.388797154832973724e-01
3.384496821013422418e-01
3.054900210418924900e-01
2.580767768909160154e-01
2.959672780724739716e-01
3.211258697027197795e-01
3.068699392712550544e-01
4.267123722465562263e-01
5.245472837022132628e-01
3.408812334688084422e-01
4.379614039632171996e-01
2.959727663947588350e-01
4.617258622900372034e-01
3.824465376782077430e-01
4.787146038816417204e-01
2.682644734305725254e-01
2.830657492354740068e-01
2.526517571884984159e-01
4.137843336724313370e-01
3.516878449493004988e-01
3.058921587484772497e-01
3.209489704565801071e-01
4.476573471211540700e-01
2.568543490765002879e-01
2.611079237585261503e-01
3.495572402369879761e-01
3.420178799489144161e-01
5.239899800886377301e-01
3.860791826309067920e-01
4.686101521544559501e-01
3.615815611868075652e-01
3.550217514658596807e-01
4.817084849645661970e-01
3.665254237288135819e-01
5.662211421628189356e-01
3.071866224151136304e-01
4.090120203123995823e-01
2.726630260199164879e-01
4.115387078184030156e-01
3.631295533734558156e-01
4.718878073770491621e-01
4.082722243663964856e-01
4.589045504280105381e-01
2.531791168764777056e-01
4.397586494640221000e-01
4.319827257716245539e-01
5.275695591411511121e-01
3.961034771950196487e-01
3.668703067328497047e-01
5.679511881824020891e-01
4.100413091833492452e-01
5.219225361114662176e-01
4.361022364217252423e-01
3.841970569417786363e-01
4.218750000000000000e-01
