genuine_distance
7.995135065932658380e-02
1.809389611221418059e-01
2.819636175977293102e-01
3.555584214598916937e-01
1.179275679855651543e-01
3.518355544380186162e-01
1.452099572542117079e-01
2.560614648277599326e-01
1.759354177344951420e-01
1.931512120046171566e-01
1.083504098360655726e-01
1.765951983566568240e-01
1.557350772584471243e-01
3.568911385916576084e-02
7.974082627662304468e-02
1.153722824344257103e-01
8.724401360980933717e-02
4.597343164050085584e-01
2.146842505706315074e-01
3.676246185147507561e-01
1.227759133793452778e-01
1.856897320007638852e-01
1.407958301550978897e-01
1.432969852469531680e-01
1.227406742725291600e-01
1.711613605790788528e-01
3.846006634345496278e-01
4.834975054368683689e-01
2.543485186365084250e-01
3.976868327402135472e-01
3.176934325131922088e-01
2.302344688112241688e-01
1.707021791767554530e-01
1.445060901728206226e-01
1.118400101904337279e-01
1.679310121247487575e-02
8.802634978041849745e-02
8.930987821380242941e-02
4.250032022543870913e-01
4.119383825417201606e-01
4.979336174609324539e-01
3.777621663047643352e-01
3.840142321621449750e-01
2.219757936759394201e-01
1.988607270865335452e-01
1.420212427653755605e-01
1.566341805210522964e-01
3.238776837996096281e-01
1.230829472035502165e-01
2.718849219205598522e-01
1.559000316355583782e-01
2.084492790285858710e-01
1.161584208528406992e-01
1.865747830525778528e-01
3.381216880546510928e-01
4.110590801205978306e-01
1.052799184765301627e-01
4.859204393078347256e-02
1.073158297221514096e-01
3.095681191041519398e-01
3.147981486243250360e-01
2.911051212938005617e-01
1.012845215157353873e-01
1.577732170343766060e-01
1.421140508605188701e-01
1.079877893665733973e-01
1.062340966921119650e-01
8.857615894039734539e-02
2.495223538402751295e-01
7.926906914554947281e-02
2.608197556008146623e-01
2.038020866670934017e-01
2.314351673720661806e-01
3.509121274409044422e-01
2.018087528459397983e-01
1.734551452861312071e-01
7.371978827880874829e-02
1.014032636992825004e-01
1.769641495041952839e-01
1.314063793213217091e-01
2.776466083849147837e-01
2.697615262321144680e-01
7.777426493834967147e-02
