genuine_distance
1.549853848652159860e-01
1.285705032709372475e-01
1.542753341118463795e-01
1.046504230549017145e-01
1.330699126888024997e-01
1.100514972344077830e-01
1.481956284853535033e-01
1.258091392680894816e-01
1.680174964621124478e-01
4.568825252196550557e-01
5.219823100936524796e-01
1.425274091171379043e-01
1.574438380505140123e-01
1.560851604702891693e-01
5.427046263345195604e-02
4.470241149307337125e-02
1.937323763137656918e-01
1.829299526187732061e-01
2.300263954162106439e-01
1.469047156995924586e-01
1.561876568633760176e-01
1.939510939510939447e-01
1.713297906396056003e-01
5.607058372226839810e-02
7.021235890568203186e-02
1.160435641041971805e-01
5.564408184078016573e-02
6.308156324199448717e-02
1.178466265522980366e-01
1.013869269294978837e-01
4.239305242843358079e-02
6.856004626357385667e-02
6.493255018395403810e-02
1.991216172576374122e-01
2.476474787461872828e-01
6.361042666320840255e-02
5.559085133418043001e-02
1.645714285714285630e-01
1.320970405182268492e-01
2.708320010232141972e-01
2.276236044657097279e-01
1.193697986150816376e-01
2.261400128452151492e-01
1.924579038350726634e-01
9.478277610216261084e-02
1.944355201439311176e-01
2.171399203392008204e-01
3.356003305154769967e-02
2.480369807497466994e-01
3.797292167531317042e-01
2.367939413064057974e-01
4.385251112523839701e-01
4.792696842906047916e-01
3.264802631578947456e-01
1.359812169829778816e-01
3.482684406182742776e-02
1.239836076237559315e-01
6.715608043408873018e-02
8.268420380538883674e-02
3.191217768700536223e-02
1.127848343652262664e-01
9.913132345426672876e-02
5.641417032372957052e-02
2.299557777350509646e-01
1.775718973171202530e-01
1.218205293737895378e-01
3.680629921259842563e-01
1.262288883287118746e-01
3.203425045646288716e-01
9.440718796796666867e-02
3.754861291158931857e-01
4.071151358344113902e-01
1.186376537369914913e-01
1.604571861581207404e-01
2.127525252525252486e-01
1.224192526915769408e-01
1.846700958912808888e-01
1.334857433161872053e-01
1.624572056068729342e-01
1.395001622849724177e-01
1.495823350385287742e-01
1.024139040875442497e-01
2.119762027935850890e-01
1.822707875339454331e-01
2.220116249684103982e-01
1.527680892891115361e-01
1.492093611638203587e-01
8.896359992241546777e-02
1.456499223200414250e-01
8.121101871101871206e-02
1.807236590648490238e-01
8.038605625754016715e-02
1.441964285714285587e-01
3.319009100101112386e-01
1.471924290220820164e-01
2.320319432120674374e-01
8.467512786512597367e-02
1.749133312322722900e-01
1.061438403738081682e-01
1.212296983758700680e-01
1.025162494369006999e-01
8.714359106087850304e-02
2.388381532217148662e-01
1.997457896409278733e-01
1.107240134287705013e-01
1.530658105939004809e-01
7.790705148807611224e-02
1.938762382606458168e-01
6.023235031277927032e-01
1.771131009081094720e-01
5.269614106823409250e-01
2.334759563190497433e-01
3.439365079365079292e-01
4.435787725908423296e-01
1.013543873162590647e-01
7.708079707823412008e-02
6.537794618200501451e-02
2.293636595962177394e-01
2.188467492260061931e-01
2.156837413603772402e-01
3.595600129407958701e-01
2.335925949733239082e-01
3.583013091903862191e-01
1.754552352048558417e-01
1.309289478697060194e-01
1.809728635587323775e-01
4.807434245840043197e-01
2.635831530729100258e-01
5.009711338825263427e-01
2.971950424005218583e-01
3.812695924764890054e-01
1.690396065234273937e-01
1.609846075562905432e-01
2.226545060271701015e-01
1.028168118522286567e-01
4.112400813168076708e-01
3.049840255591054206e-01
3.098499673842139424e-01
2.918087639148059798e-01
3.138592201775833312e-01
9.863066787236790534e-02
1.945590510572459964e-01
2.740033329060376777e-01
2.500959201943982468e-01
9.565217391304348116e-02
1.855512338200599465e-01
1.685163923969894006e-01
1.742985622902020471e-01
1.640382544809677601e-01
2.444852941176470507e-01
1.895345879959308144e-01
1.785987261146496918e-01
9.266873300018976800e-02
1.216113503927033213e-01
1.575934876621724878e-01
9.890040043221254296e-02
2.365179654094071160e-01
1.174220692292981399e-01
1.798776602523257384e-01
1.784764991896272412e-01
1.529038112522685955e-01
2.243148460839070046e-01
4.855569077051175575e-01
5.069932323557847509e-01
7.503051326524057263e-02
2.109107074812650862e-01
1.752163951120162821e-01
2.950038138825324396e-01
3.989999358933264961e-01
8.084592912485710769e-02
4.078180070490227682e-01
1.075832108860921288e-01
1.592909067720953975e-01
1.612800407981130890e-01
2.959552987491269049e-01
3.009468132426764697e-01
5.413687436159346500e-02
1.858637042811667750e-01
1.517308314461339458e-01
1.865079365079365115e-01
4.268479509766373026e-01
3.867888507063764747e-01
2.666155908829725973e-01
1.336715282181356879e-01
6.363578800734502605e-02
7.990146538655887309e-02
9.791466153352582080e-02
2.695289971163088993e-01
1.854994215194755158e-01
2.006261580729665761e-01
3.881109814598729391e-01
4.246513136555303269e-01
9.462997254326033225e-02
1.124369855146448854e-01
1.279403327596098650e-01
1.188855670758857536e-01
2.468149838372314109e-01
2.227240918633500988e-01
3.297465936584744739e-01
3.291155337953837190e-01
3.838796071929601039e-02
1.070564259330021722e-01
1.170158730158730176e-01
7.050670735583952631e-02
2.417377911826990855e-01
2.530607012371001718e-01
1.066897347174163846e-01
7.412181759587495311e-02
1.198349771159672589e-01
1.425651507409299856e-01
1.417990757738811225e-01
1.446453407510431277e-01
9.316730927248594030e-02
1.847162127767879858e-01
1.056445461479786491e-01
1.022741710074958760e-01
1.943040000000000045e-01
